slug,name,ascii_name,province,province_name,latitude,longitude,population,feature_class,feature_code
florence-ns,Florence,Florence,NS,Nova Scotia,46.25985,-60.26586,1684,P,PPL
grunthal-mb,Grunthal,Grunthal,MB,Manitoba,49.40668,-96.85873,1680,P,PPL
saint-ambroise-qc,Saint-Ambroise,Saint-Ambroise,QC,Quebec,48.55447,-71.32148,1678,P,PPLA3
saint-edouard-qc,Saint-Édouard,Saint-Edouard,QC,Quebec,45.23338,-73.51588,1672,P,PPL
saint-jacques-le-mineur-qc,Saint-Jacques-le-Mineur,Saint-Jacques-le-Mineur,QC,Quebec,45.28338,-73.41587,1672,P,PPL
shaunavon-sk,Shaunavon,Shaunavon,SK,Saskatchewan,49.65005,-108.4181,1658,P,PPL
victoria-nl,Victoria,Victoria,NL,Newfoundland and Labrador,47.76659,-53.23138,1658,P,PPL
boissevain-mb,Boissevain,Boissevain,MB,Manitoba,49.23062,-100.05586,1656,P,PPL
keswick-ridge-nb,Keswick Ridge,Keswick Ridge,NB,New Brunswick,46.00011,-66.88218,1652,P,PPL
north-devon-nb,North Devon,North Devon,NB,New Brunswick,45.97081,-66.63255,1652,P,PPL
trinity-bay-north-nl,Trinity Bay North,Trinity Bay North,NL,Newfoundland and Labrador,48.5221,-53.0713,1649,P,PPL
manawan-qc,Manawan,Manawan,QC,Quebec,47.22029,-74.38606,1648,P,PPL
indian-head-sk,Indian Head,Indian Head,SK,Saskatchewan,50.53336,-103.66775,1642,P,PPL
witless-bay-nl,Witless Bay,Witless Bay,NL,Newfoundland and Labrador,47.28319,-52.83135,1640,P,PPL
florenceville-bristol-nb,Florenceville-Bristol,Florenceville-Bristol,NB,New Brunswick,46.44353,-67.61536,1639,P,PPL
gentilly-qc,Gentilly,Gentilly,QC,Quebec,46.40005,-72.2741,1634,P,PPL
sainte-sophie-qc,Sainte-Sophie,Sainte-Sophie,QC,Quebec,45.81678,-73.89919,1634,P,PPL
stephenville-crossing-nl,Stephenville Crossing,Stephenville Crossing,NL,Newfoundland and Labrador,48.50366,-58.43749,1634,P,PPL
regina-beach-sk,Regina Beach,Regina Beach,SK,Saskatchewan,50.79146,-104.98006,1629,P,PPL
balmoral-nb,Balmoral,Balmoral,NB,New Brunswick,47.97262,-66.4455,1628,P,PPL
naramata-bc,Naramata,Naramata,BC,British Columbia,49.59513,-119.59442,1625,P,PPL
cow-bay-ns,Cow Bay,Cow Bay,NS,Nova Scotia,44.63141,-63.43218,1619,P,PPL
kensington-pe,Kensington,Kensington,PE,Prince Edward Island,46.43343,-63.64871,1619,P,PPL
royston-bc,Royston,Royston,BC,British Columbia,49.64703,-124.9467,1616,P,PPL
burford-on,Burford,Burford,ON,Ontario,43.10292,-80.42869,1615,P,PPL
roblin-mb,Roblin,Roblin,MB,Manitoba,51.22999,-101.3565,1614,P,PPL
coombs-bc,Coombs,Coombs,BC,British Columbia,49.29963,-124.41946,1612,P,PPL
massey-drive-nl,Massey Drive,Massey Drive,NL,Newfoundland and Labrador,48.93331,-57.8984,1606,P,PPL
papineauville-qc,Papineauville,Papineauville,QC,Quebec,45.6168,-75.01599,1600,P,PPL
wabasca-desmarais-ab,Wabasca-Desmarais,Wabasca-Desmarais,AB,Alberta,55.96667,-113.85,1594,P,PPL
saint-joseph-de-sorel-qc,Saint-Joseph-de-Sorel,Saint-Joseph-de-Sorel,QC,Quebec,46.03336,-73.11585,1581,P,PPL
st-george-nb,St. George,St. George,NB,New Brunswick,45.12654,-66.83138,1579,P,PPL
perth-andover-nb,Perth-Andover,Perth-Andover,NB,New Brunswick,46.73551,-67.70393,1574,P,PPL
saint-ulric-qc,Saint-Ulric,Saint-Ulric,QC,Quebec,48.78698,-67.70226,1567,P,PPL
bay-bulls-nl,Bay Bulls,Bay Bulls,NL,Newfoundland and Labrador,47.31659,-52.81475,1566,P,PPL
saanichton-bc,Saanichton,Saanichton,BC,British Columbia,48.6,-123.41667,1565,P,PPL
sainte-clotilde-de-horton-qc,Sainte-Clotilde-de-Horton,Sainte-Clotilde-de-Horton,QC,Quebec,45.98336,-72.2324,1563,P,PPL
sainte-elisabeth-qc,Sainte-Élisabeth,Sainte-Elisabeth,QC,Quebec,46.09502,-73.35176,1559,P,PPL
ashcroft-bc,Ashcroft,Ashcroft,BC,British Columbia,50.72372,-121.28207,1558,P,PPL
mount-lehman-bc,Mount Lehman,Mount Lehman,BC,British Columbia,49.11667,-122.38333,1558,P,PPL
stewiacke-ns,Stewiacke,Stewiacke,NS,Nova Scotia,45.13345,-63.34868,1557,P,PPL
pond-inlet-nu,Pond Inlet,Pond Inlet,NU,Nunavut,72.6992,-77.9595,1555,P,PPLL
venise-en-quebec-qc,Venise-en-Québec,Venise-en-Quebec,QC,Quebec,45.08338,-73.13245,1547,P,PPL
watson-lake-yt,Watson Lake,Watson Lake,YT,Yukon,60.06349,-128.70893,1547,P,PPL
ile-des-chenes-mb,Ile des Chênes,Ile des Chenes,MB,Manitoba,49.7106,-96.98893,1546,P,PPL
amigo-beach-on,Amigo Beach,Amigo Beach,ON,Ontario,44.6919,-79.39317,1545,P,PPL
humber-arm-south-nl,Humber Arm South,Humber Arm South,NL,Newfoundland and Labrador,49.00912,-58.1348,1537,P,PPL
mcgregor-on,McGregor,McGregor,ON,Ontario,42.15008,-82.96654,1536,P,PPL
watford-on,Watford,Watford,ON,Ontario,42.95008,-81.88309,1536,P,PPL
madoc-on,Madoc,Madoc,ON,Ontario,44.50842,-77.47448,1535,P,PPL
sussex-corner-nb,Sussex Corner,Sussex Corner,NB,New Brunswick,45.71024,-65.48334,1532,P,PPL
bon-accord-ab,Bon Accord,Bon Accord,AB,Alberta,53.83345,-113.41872,1529,P,PPL
greater-lakeburn-nb,Greater Lakeburn,Greater Lakeburn,NB,New Brunswick,46.07651,-64.66818,1529,P,PPL
lacolle-qc,Lacolle,Lacolle,QC,Quebec,45.08338,-73.36585,1528,P,PPL
terrace-bay-on,Terrace Bay,Terrace Bay,ON,Ontario,48.78341,-87.09996,1528,P,PPL
grindrod-bc,Grindrod,Grindrod,BC,British Columbia,50.6331,-119.11905,1526,P,PPL
blairmore-ab,Blairmore,Blairmore,AB,Alberta,49.60002,-114.4353,1522,P,PPL
wembley-ab,Wembley,Wembley,AB,Alberta,55.14995,-119.13602,1516,P,PPL
leblanc-qc,Leblanc,Leblanc,QC,Quebec,48.26683,-74.34914,1513,P,PPL
carlyle-sk,Carlyle,Carlyle,SK,Saskatchewan,49.63334,-102.26765,1508,P,PPL
springbrook-ab,Springbrook,Springbrook,AB,Alberta,52.1792,-113.87981,1507,P,PPL
dalmeny-sk,Dalmeny,Dalmeny,SK,Saskatchewan,52.34077,-106.7712,1504,P,PPL
hudson-bay-sk,Hudson Bay,Hudson Bay,SK,Saskatchewan,52.85003,-102.38425,1504,P,PPL
pangnirtung-nu,Pangnirtung,Pangnirtung,NU,Nunavut,66.14642,-65.69996,1504,P,PPLL
attawapiskat-on,Attawapiskat,Attawapiskat,ON,Ontario,52.92774,-82.41669,1501,P,PPL
anahim-lake-bc,Anahim Lake,Anahim Lake,BC,British Columbia,52.46652,-125.3066,1500,P,PPL
east-sooke-bc,East Sooke,East Sooke,BC,British Columbia,48.36639,-123.68361,1500,P,PPL
ohsweken-on,Ohsweken,Ohsweken,ON,Ontario,43.06681,-80.11635,1500,P,PPL
oyster-river-bc,Oyster River,Oyster River,BC,British Columbia,49.86667,-125.13333,1500,P,PPL
penobsquis-nb,Penobsquis,Penobsquis,NB,New Brunswick,45.77626,-65.381,1500,P,PPL
pritchard-bc,Pritchard,Pritchard,BC,British Columbia,50.6831,-119.81911,1500,P,PPL
red-head-nb,Red Head,Red Head,NB,New Brunswick,45.24936,-66.00041,1500,P,PPL
springfield-lake-ns,Springfield Lake,Springfield Lake,NS,Nova Scotia,44.81349,-63.74456,1500,P,PPL
marmora-on,Marmora,Marmora,ON,Ontario,44.48342,-77.68279,1499,P,PPL
henryville-qc,Henryville,Henryville,QC,Quebec,45.13338,-73.18245,1497,P,PPL
langham-sk,Langham,Langham,SK,Saskatchewan,52.35892,-106.96167,1496,P,PPL
quinton-heights-nb,Quinton Heights,Quinton Heights,NB,New Brunswick,45.25214,-66.12015,1493,P,PPL
lac-au-saumon-qc,Lac-au-Saumon,Lac-au-Saumon,QC,Quebec,48.421,-67.34756,1488,P,PPL
tingwick-qc,Tingwick,Tingwick,QC,Quebec,45.88007,-71.94221,1484,P,PPL
saint-charles-qc,Saint-Charles,Saint-Charles,QC,Quebec,45.70288,-73.55417,1482,P,PPL
rougemont-qc,Rougemont,Rougemont,QC,Quebec,45.43338,-73.04914,1481,P,PPL
kingsey-falls-qc,Kingsey Falls,Kingsey Falls,QC,Quebec,45.85007,-72.0658,1480,P,PPL
englehart-on,Englehart,Englehart,ON,Ontario,47.82397,-79.87386,1479,P,PPL
carp-on,Carp,Carp,ON,Ontario,45.3501,-76.03267,1477,P,PPL
devon-nb,Devon,Devon,NB,New Brunswick,45.96378,-66.61696,1477,P,PPL
petitcodiac-nb,Petitcodiac,Petitcodiac,NB,New Brunswick,45.93935,-65.1802,1476,P,PPL
telkwa-bc,Telkwa,Telkwa,BC,British Columbia,54.69696,-127.05346,1474,P,PPL
nipigon-on,Nipigon,Nipigon,ON,Ontario,49.01681,-88.26673,1473,P,PPL
waswanipi-qc,Waswanipi,Waswanipi,QC,Quebec,49.73346,-76.16604,1473,P,PPL
nauwigewauk-nb,Nauwigewauk,Nauwigewauk,NB,New Brunswick,45.46686,-65.89884,1472,P,PPL
parrsboro-ns,Parrsboro,Parrsboro,NS,Nova Scotia,45.40567,-64.32585,1472,P,PPL
cap-chat-qc,Cap-Chat,Cap-Chat,QC,Quebec,49.09736,-66.68514,1466,P,PPL
dowling-on,Dowling,Dowling,ON,Ontario,46.59111,-81.33917,1466,P,PPL
mcewen-nb,McEwen,McEwen,NB,New Brunswick,46.1452,-64.78615,1462,P,PPL
saint-antoine-de-tilly-qc,Saint-Antoine-de-Tilly,Saint-Antoine-de-Tilly,QC,Quebec,46.66346,-71.57335,1462,P,PPL
saint-ubalde-qc,Saint-Ubalde,Saint-Ubalde,QC,Quebec,46.75006,-72.2658,1456,P,PPL
l-orignal-on,L'Orignal,L'Orignal,ON,Ontario,45.6198,-74.6915,1450,P,PPL
crofton-bc,Crofton,Crofton,BC,British Columbia,48.86633,-123.65266,1446,P,PPL
east-wellington-bc,East Wellington,East Wellington,BC,British Columbia,49.17385,-124.01745,1444,P,PPL
coleman-ab,Coleman,Coleman,AB,Alberta,49.63332,-114.502,1441,P,PPL
brookside-ns,Brookside,Brookside,NS,Nova Scotia,44.554,-63.72388,1439,P,PPL
lappe-on,Lappe,Lappe,ON,Ontario,48.5668,-89.35013,1436,P,PPL
les-cedres-qc,Les Cèdres,Les Cedres,QC,Quebec,45.31009,-74.05926,1434,P,PPL
tobermory-on,Tobermory,Tobermory,ON,Ontario,45.25007,-81.66647,1427,P,PPL
debert-ns,Debert,Debert,NS,Nova Scotia,45.43345,-63.46539,1422,P,PPL
shilo-mb,Shilo,Shilo,MB,Manitoba,49.80551,-99.64634,1419,P,PPL
noyan-qc,Noyan,Noyan,QC,Quebec,45.06678,-73.29915,1418,P,PPL
richibucto-nb,Richibucto,Richibucto,NB,New Brunswick,46.68073,-64.88044,1411,P,PPL
godefroy-qc,Godefroy,Godefroy,QC,Quebec,51.75012,-68.08213,1410,P,PPL
norton-nb,Norton,Norton,NB,New Brunswick,45.63884,-65.69843,1410,P,PPL
moosonee-on,Moosonee,Moosonee,ON,Ontario,51.27931,-80.6345,1405,P,PPL
rosthern-sk,Rosthern,Rosthern,SK,Saskatchewan,52.66679,-106.33446,1405,P,PPL
keating-bc,Keating,Keating,BC,British Columbia,48.56667,-123.4,1403,P,PPL
sainte-croix-qc,Sainte-Croix,Sainte-Croix,QC,Quebec,45.13368,-72.80083,1401,P,PPL
clarke-s-beach-nl,Clarke's Beach,Clarke's Beach,NL,Newfoundland and Labrador,47.54246,-53.28395,1400,P,PPL
sharbot-lake-on,Sharbot Lake,Sharbot Lake,ON,Ontario,44.77389,-76.68722,1400,P,PPL
sun-peaks-bc,Sun Peaks,Sun Peaks,BC,British Columbia,50.8762,-119.91075,1400,P,PPL
elk-point-ab,Elk Point,Elk Point,AB,Alberta,53.90017,-110.9017,1399,P,PPL
kinngait-nu,Kinngait,Kinngait,NU,Nunavut,64.23378,-76.54372,1396,P,PPLL
stoney-point-pointe-aux-roches-on,Stoney Point/Pointe-aux-Roches,Stoney Point/Pointe-aux-Roches,ON,Ontario,42.30472,-82.54861,1394,P,PPL
puntledge-bc,Puntledge,Puntledge,BC,British Columbia,49.67322,-125.02907,1387,P,PPLL
saint-barnabe-sud-qc,Saint-Barnabé-Sud,Saint-Barnabe-Sud,QC,Quebec,45.72977,-72.92244,1387,P,PPL
fort-st-james-bc,Fort St. James,Fort St. James,BC,British Columbia,54.45597,-124.26275,1386,P,PPL
liniere-qc,Linière,Liniere,QC,Quebec,46.00007,-70.41572,1385,P,PPL
saint-ephrem-de-beauce-qc,Saint-Éphrem-de-Beauce,Saint-Ephrem-de-Beauce,QC,Quebec,46.06677,-70.94905,1385,P,PPL
kugluktuk-nu,Kugluktuk,Kugluktuk,NU,Nunavut,67.82743,-115.09649,1382,P,PPLL
norwood-on,Norwood,Norwood,ON,Ontario,44.38342,-77.98281,1380,P,PPL
dawson-city-yt,Dawson City,Dawson City,YT,Yukon,64.06013,-139.43328,1375,P,PPL
plattsville-on,Plattsville,Plattsville,ON,Ontario,43.30794,-80.61618,1366,P,PPL
westlake-ab,Westlake,Westlake,AB,Alberta,55.22228,-118.80415,1363,P,PPL
st-adolphe-mb,St. Adolphe,St. Adolphe,MB,Manitoba,49.6744,-97.11124,1362,P,PPL
manning-ab,Manning,Manning,AB,Alberta,56.92166,-117.63117,1359,P,PPL
new-carlisle-qc,New Carlisle,New Carlisle,QC,Quebec,48.00956,-65.33621,1358,P,PPL
l-isle-verte-qc,L'Isle-Verte,L'Isle-Verte,QC,Quebec,48.01347,-69.34064,1356,P,PPL
two-hills-ab,Two Hills,Two Hills,AB,Alberta,53.71031,-111.74595,1352,P,PPL
gjoa-haven-nu,Gjoa Haven,Gjoa Haven,NU,Nunavut,68.62602,-95.87836,1349,P,PPLL
saint-damase-qc,Saint-Damase,Saint-Damase,QC,Quebec,45.53341,-72.99914,1349,P,PPL
hillsborough-nb,Hillsborough,Hillsborough,NB,New Brunswick,45.91985,-64.65516,1348,P,PPL
pointe-a-la-croix-qc,Pointe-à-la-Croix,Pointe-a-la-Croix,QC,Quebec,48.01634,-66.68186,1344,P,PPL
herouxville-qc,Hérouxville,Herouxville,QC,Quebec,46.66617,-72.62512,1340,P,PPL
les-escoumins-qc,Les Escoumins,Les Escoumins,QC,Quebec,48.35191,-69.40724,1339,P,PPL
radium-hot-springs-bc,Radium Hot Springs,Radium Hot Springs,BC,British Columbia,50.61667,-116.06878,1339,P,PPL
west-lorne-on,West Lorne,West Lorne,ON,Ontario,42.60009,-81.59976,1337,P,PPL
saint-leonard-d-aston-qc,Saint-Léonard-d'Aston,Saint-Leonard-d'Aston,QC,Quebec,46.10723,-72.3735,1336,P,PPL
lions-bay-bc,Lions Bay,Lions Bay,BC,British Columbia,49.45218,-123.2376,1334,P,PPL
sainte-thecle-qc,Sainte-Thècle,Sainte-Thecle,QC,Quebec,46.81676,-72.49911,1333,P,PPL
shelburne-ns,Shelburne,Shelburne,NS,Nova Scotia,43.76325,-65.32355,1330,P,PPL
smooth-rock-falls-on,Smooth Rock Falls,Smooth Rock Falls,ON,Ontario,49.28349,-81.63307,1330,P,PPL
christina-lake-bc,Christina Lake,Christina Lake,BC,British Columbia,49.03967,-118.20847,1329,P,PPL
labrecque-qc,Labrecque,Labrecque,QC,Quebec,48.66679,-71.53239,1328,P,PPL
tidnish-ns,Tidnish,Tidnish,NS,Nova Scotia,45.99367,-64.00949,1327,P,PPL
belledune-nb,Belledune,Belledune,NB,New Brunswick,47.88581,-65.8113,1325,P,PPL
charlo-nb,Charlo,Charlo,NB,New Brunswick,48.00072,-66.32875,1323,P,PPL
omemee-on,Omemee,Omemee,ON,Ontario,44.29897,-78.55989,1323,P,PPL
mayerthorpe-ab,Mayerthorpe,Mayerthorpe,AB,Alberta,53.95015,-115.13547,1320,P,PPL
north-oyster-yellow-point-bc,North Oyster/Yellow Point,North Oyster/Yellow Point,BC,British Columbia,49.04807,-123.83395,1320,P,PPL
ootischenia-bc,Ootischenia,Ootischenia,BC,British Columbia,49.28314,-117.63554,1320,P,PPL
baie-ste-anne-nb,Baie Ste. Anne,Baie Ste. Anne,NB,New Brunswick,47.05231,-64.95355,1319,P,PPL
saint-joseph-de-coleraine-qc,Saint-Joseph-de-Coleraine,Saint-Joseph-de-Coleraine,QC,Quebec,45.96677,-71.36577,1319,P,PPL
daveluyville-qc,Daveluyville,Daveluyville,QC,Quebec,46.20006,-72.13239,1318,P,PPL
taylor-bc,Taylor,Taylor,BC,British Columbia,56.15282,-120.68138,1317,P,PPL
longlac-on,Longlac,Longlac,ON,Ontario,49.78169,-86.5348,1316,P,PPLL
maliotenam-qc,Maliotenam,Maliotenam,QC,Quebec,50.21119,-66.18164,1316,P,PPL
baie-verte-nl,Baie Verte,Baie Verte,NL,Newfoundland and Labrador,49.93325,-56.18152,1311,P,PPL
bas-caraquet-nb,Bas-Caraquet,Bas-Caraquet,NB,New Brunswick,47.80059,-64.83195,1311,P,PPL
saint-louis-du-ha-ha-qc,Saint-Louis-du-Ha Ha,Saint-Louis-du-Ha Ha,QC,Quebec,47.66602,-68.97638,1311,P,PPL
sorrento-bc,Sorrento,Sorrento,BC,British Columbia,50.87808,-119.47067,1309,P,PPL
burgeo-nl,Burgeo,Burgeo,NL,Newfoundland and Labrador,47.61668,-57.61516,1307,P,PPL
wadena-sk,Wadena,Wadena,SK,Saskatchewan,51.94999,-103.80102,1306,P,PPL
saint-alexandre-qc,Saint-Alexandre,Saint-Alexandre,QC,Quebec,45.5001,-75.74935,1304,P,PPL
wendover-on,Wendover,Wendover,ON,Ontario,45.57275,-75.12757,1302,P,PPL
youbou-bc,Youbou,Youbou,BC,British Columbia,48.86632,-124.20271,1302,P,PPL
alberton-pe,Alberton,Alberton,PE,Prince Edward Island,46.81685,-64.06542,1301,P,PPL
lameque-nb,Lamèque,Lameque,NB,New Brunswick,47.79361,-64.6475,1301,P,PPL
wilkie-sk,Wilkie,Wilkie,SK,Saskatchewan,52.41683,-108.70142,1301,P,PPL
port-hood-ns,Port Hood,Port Hood,NS,Nova Scotia,46.01684,-61.53185,1300,P,PPL
saint-simeon-qc,Saint-Siméon,Saint-Simeon,QC,Quebec,47.84431,-69.87837,1300,P,PPL
landmark-mb,Landmark,Landmark,MB,Manitoba,49.67169,-96.82232,1292,P,PPL
la-conception-qc,La Conception,La Conception,QC,Quebec,46.15009,-74.69925,1287,P,PPL
albert-bridge-ns,Albert Bridge,Albert Bridge,NS,Nova Scotia,46.01654,-60.05951,1285,P,PPL
fortune-nl,Fortune,Fortune,NL,Newfoundland and Labrador,47.06665,-55.83164,1285,P,PPL
bowden-ab,Bowden,Bowden,AB,Alberta,51.9288,-114.0349,1280,P,PPL
arborg-mb,Arborg,Arborg,MB,Manitoba,50.90721,-97.21757,1279,P,PPL
saint-cyrille-de-wendover-qc,Saint-Cyrille-de-Wendover,Saint-Cyrille-de-Wendover,QC,Quebec,45.93336,-72.43241,1279,P,PPL
louisbourg-ns,Louisbourg,Louisbourg,NS,Nova Scotia,45.92046,-59.97099,1265,P,PPL
mcadam-nb,McAdam,McAdam,NB,New Brunswick,45.59232,-67.307,1261,P,PPL
riviere-bleue-qc,Riviere-Bleue,Riviere-Bleue,QC,Quebec,47.43407,-69.04283,1261,P,PPL
irishtown-summerside-nl,Irishtown-Summerside,Irishtown-Summerside,NL,Newfoundland and Labrador,48.98331,-57.9817,1260,P,PPL
macklin-sk,Macklin,Macklin,SK,Saskatchewan,52.33344,-109.93484,1257,P,PPL
rivers-mb,Rivers,Rivers,MB,Manitoba,50.03081,-100.24029,1257,P,PPL
oka-qc,Oka,Oka,QC,Quebec,45.46489,-74.08892,1254,P,PPL
hantsport-ns,Hantsport,Hantsport,NS,Nova Scotia,45.06657,-64.17968,1253,P,PPL
saint-antoine-nb,Saint-Antoine,Saint-Antoine,NB,New Brunswick,46.36294,-64.74985,1252,P,PPL
gold-river-bc,Gold River,Gold River,BC,British Columbia,49.78091,-126.05013,1246,P,PPL
lac-simon-qc,Lac-Simon,Lac-Simon,QC,Quebec,46.15699,-74.74129,1243,P,PPL
powassan-on,Powassan,Powassan,ON,Ontario,46.0334,-79.34961,1243,P,PPL
mount-currie-bc,Mount Currie,Mount Currie,BC,British Columbia,50.31667,-122.71667,1242,P,PPL
st-clements-on,St. Clements,St. Clements,ON,Ontario,43.5168,-80.6497,1240,P,PPL
yamachiche-qc,Yamachiche,Yamachiche,QC,Quebec,46.28175,-72.82873,1240,P,PPL
labelle-qc,Labelle,Labelle,QC,Quebec,46.28339,-74.73255,1239,P,PPL
ardrossan-ab,Ardrossan,Ardrossan,AB,Alberta,53.55014,-113.13529,1238,P,PPL
waldheim-sk,Waldheim,Waldheim,SK,Saskatchewan,52.621,-106.653,1237,P,PPL
la-minerve-qc,La Minerve,La Minerve,QC,Quebec,46.25009,-74.93257,1234,P,PPL
saint-victor-qc,Saint-Victor,Saint-Victor,QC,Quebec,45.61118,-73.51527,1233,P,PPL
inverness-ns,Inverness,Inverness,NS,Nova Scotia,46.23344,-61.29852,1228,P,PPL
moose-lake-mb,Moose Lake,Moose Lake,MB,Manitoba,49.20559,-95.30629,1225,P,PPLL
naujaat-nu,Naujaat,Naujaat,NU,Nunavut,66.52913,-86.24371,1225,P,PPLL
vauxhall-ab,Vauxhall,Vauxhall,AB,Alberta,50.06678,-112.11853,1222,P,PPL
mildmay-on,Mildmay,Mildmay,ON,Ontario,44.043,-81.11889,1219,P,PPL
irricana-ab,Irricana,Irricana,AB,Alberta,51.32372,-113.60475,1216,P,PPL
markdale-on,Markdale,Markdale,ON,Ontario,44.3168,-80.64971,1216,P,PPL
cookstown-on,Cookstown,Cookstown,ON,Ontario,44.18341,-79.69964,1214,P,PPL
saint-donat-de-montcalm-qc,Saint-Donat-de-Montcalm,Saint-Donat-de-Montcalm,QC,Quebec,46.31868,-74.22171,1213,P,PPL
lac-connelly-qc,Lac-Connelly,Lac-Connelly,QC,Quebec,45.89788,-73.9723,1212,P,PPL
mabou-ns,Mabou,Mabou,NS,Nova Scotia,46.06684,-61.38183,1207,P,PPL
bassano-ab,Bassano,Bassano,AB,Alberta,50.78998,-112.46805,1206,P,PPL
coldbrook-ns,Coldbrook,Coldbrook,NS,Nova Scotia,45.06685,-64.58207,1206,P,PPLL
ignace-on,Ignace,Ignace,ON,Ontario,49.41633,-91.65902,1206,P,PPL
emo-on,Emo,Emo,ON,Ontario,48.63323,-93.83363,1204,P,PPL
lanigan-sk,Lanigan,Lanigan,SK,Saskatchewan,51.85006,-105.03443,1204,P,PPL
nain-nl,Nain,Nain,NL,Newfoundland and Labrador,56.54193,-61.69549,1204,P,PPLL
creighton-sk,Creighton,Creighton,SK,Saskatchewan,54.75014,-101.90078,1203,P,PPL
shawville-qc,Shawville,Shawville,QC,Quebec,45.60011,-76.4827,1203,P,PPL
chipman-nb,Chipman,Chipman,NB,New Brunswick,46.16934,-65.88386,1201,P,PPL
mont-carmel-qc,Mont-Carmel,Mont-Carmel,QC,Quebec,47.44084,-69.85657,1200,P,PPL
union-bay-bc,Union Bay,Union Bay,BC,British Columbia,49.58377,-124.88611,1200,P,PPL
vermilion-bay-on,Vermilion Bay,Vermilion Bay,ON,Ontario,49.86045,-93.38782,1200,P,PPL
windsor-junction-ns,Windsor Junction,Windsor Junction,NS,Nova Scotia,44.78938,-63.64228,1199,P,PPL
bella-bella-bc,Bella Bella,Bella Bella,BC,British Columbia,52.16311,-128.14399,1193,P,PPL
rogersville-nb,Rogersville,Rogersville,NB,New Brunswick,46.73452,-65.42705,1193,P,PPL
shellbrook-sk,Shellbrook,Shellbrook,SK,Saskatchewan,53.21679,-106.40109,1192,P,PPL
st-alban-s-nl,St. Alban's,St. Alban's,NL,Newfoundland and Labrador,47.86665,-55.84832,1189,P,PPL
south-pender-harbour-bc,South Pender Harbour,South Pender Harbour,BC,British Columbia,49.62202,-124.02484,1187,P,PPL
kaleden-bc,Kaleden,Kaleden,BC,British Columbia,49.39835,-119.60421,1186,P,PPL
notre-dame-du-lac-qc,Notre-Dame-du-Lac,Notre-Dame-du-Lac,QC,Quebec,46.75012,-79.04961,1184,P,PPL
clyde-river-nu,Clyde River,Clyde River,NU,Nunavut,70.47233,-68.58987,1181,P,PPLL
ayer-s-cliff-qc,Ayer's Cliff,Ayer's Cliff,QC,Quebec,45.16773,-72.04001,1180,P,PPL
barraute-qc,Barraute,Barraute,QC,Quebec,48.43349,-77.63279,1180,P,PPL
bath-on,Bath,Bath,ON,Ontario,44.18342,-76.78273,1180,P,PPL
deep-cove-bc,Deep Cove,Deep Cove,BC,British Columbia,48.68333,-123.46667,1177,P,PPL
shediac-bridge-shediac-river-nb,Shediac Bridge-Shediac River,Shediac Bridge-Shediac River,NB,New Brunswick,46.26886,-64.60047,1177,P,PPL
thessalon-on,Thessalon,Thessalon,ON,Ontario,46.25006,-83.5666,1175,P,PPL
new-dundee-on,New Dundee,New Dundee,ON,Ontario,43.35101,-80.53657,1174,P,PPL
oxford-ns,Oxford,Oxford,NS,Nova Scotia,45.73345,-63.86542,1170,P,PPL
bourget-on,Bourget,Bourget,ON,Ontario,45.43475,-75.16028,1169,P,PPLL
fundy-bay-nb,Fundy Bay,Fundy Bay,NB,New Brunswick,44.741,-66.76041,1167,P,PPL
denman-island-trust-area-bc,Denman Island Trust Area,Denman Island Trust Area,BC,British Columbia,49.55189,-124.79881,1165,P,PPL
langenburg-sk,Langenburg,Langenburg,SK,Saskatchewan,50.84999,-101.71763,1165,P,PPL
cultus-lake-bc,Cultus Lake,Cultus Lake,BC,British Columbia,49.06667,-121.96667,1164,P,PPL
davidson-sk,Davidson,Davidson,SK,Saskatchewan,51.26676,-105.98449,1164,P,PPL
nelson-miramichi-nb,Nelson-Miramichi,Nelson-Miramichi,NB,New Brunswick,46.9786,-65.54061,1164,P,PPL
centreville-ns,Centreville,Centreville,NS,Nova Scotia,45.13345,-64.53207,1159,P,PPL
brussels-on,Brussels,Brussels,ON,Ontario,43.74316,-81.24998,1158,P,PPL
spirit-river-ab,Spirit River,Spirit River,AB,Alberta,55.78327,-118.83607,1157,P,PPL
golden-on,Golden,Golden,ON,Ontario,51.05917,-93.73568,1154,P,PPL
lucknow-on,Lucknow,Lucknow,ON,Ontario,43.96054,-81.51284,1154,P,PPL
bertrand-nb,Bertrand,Bertrand,NB,New Brunswick,47.75675,-65.0655,1153,P,PPL
eganville-on,Eganville,Eganville,ON,Ontario,45.53341,-77.09945,1149,P,PPL
haliburton-village-on,Haliburton Village,Haliburton Village,ON,Ontario,45.04921,-78.50854,1149,P,PPL
newcastle-nb,Newcastle,Newcastle,NB,New Brunswick,47.00011,-65.56544,1149,P,PPL
island-view-heights-nb,Island View Heights,Island View Heights,NB,New Brunswick,45.23366,-66.12661,1148,P,PPL
fairwinds-bc,Fairwinds,Fairwinds,BC,British Columbia,49.27588,-124.12782,1147,P,PPL
munster-on,Munster,Munster,ON,Ontario,45.16476,-75.9396,1145,P,PPL
upper-island-cove-nl,Upper Island Cove,Upper Island Cove,NL,Newfoundland and Labrador,47.64989,-53.21478,1142,P,PPL
salmo-bc,Salmo,Salmo,BC,British Columbia,49.19554,-117.27704,1141,P,PPL
